input,target_position,completion
James loves Paul. Emma loves Chris. Sarah loves Mike. John loves Susan. Alex loves Kate. David loves Anna. Mary loves Tom. Mark loves Peter. James loves,1,Paul
James sees Peter. John sees Kate. Mary sees Tom. Mark sees Susan. Emma sees Anna. Alex sees Chris. David sees Mike. Sarah sees Paul. James sees,1,Peter
Emma hates Peter. John hates Tom. James hates Kate. Mark hates Chris. David hates Anna. Mary hates Paul. Alex hates Mike. Sarah hates Susan. Emma hates,1,Peter
James helps Chris. Mark helps Anna. Mary helps Susan. Alex helps Kate. Sarah helps Tom. John helps Peter. David helps Paul. Emma helps Mike. James helps,1,Chris
Alex sees Kate. James sees Peter. Mary sees Mike. John sees Anna. Sarah sees Chris. David sees Paul. Mark sees Susan. Emma sees Tom. Alex sees,1,Kate
James likes Anna. David likes Peter. Mary likes Paul. Alex likes Tom. Sarah likes Kate. Mark likes Chris. Emma likes Susan. John likes Mike. James likes,1,Anna
John calls Susan. David calls Chris. James calls Tom. Emma calls Paul. Alex calls Peter. Mary calls Mike. Mark calls Kate. Sarah calls Anna. John calls,1,Susan
Alex likes Susan. Emma likes Paul. David likes Peter. Mark likes Mike. James likes Anna. Sarah likes Chris. Mary likes Kate. John likes Tom. Alex likes,1,Susan
Alex likes Susan. Mary likes Chris. David likes Kate. Sarah likes Mike. Mark likes Tom. John likes Paul. James likes Peter. Emma likes Anna. Alex likes,1,Susan
Mark knows Tom. James knows Paul. David knows Mike. Alex knows Peter. Sarah knows Susan. John knows Anna. Mary knows Kate. Emma knows Chris. Mark knows,1,Tom
Mark calls Peter. Sarah calls Paul. David calls Mike. Alex calls Kate. John calls Tom. Emma calls Susan. James calls Chris. Mary calls Anna. Mark calls,1,Peter
Emma knows Kate. Mark knows Mike. James knows Peter. Alex knows Chris. Sarah knows Susan. John knows Paul. Mary knows Anna. David knows Tom. Emma knows,1,Kate
David helps Susan. Alex helps Peter. Sarah helps Kate. James helps Anna. Mary helps Chris. Mark helps Mike. Emma helps Paul. John helps Tom. David helps,1,Susan
Mark helps Paul. Sarah helps Susan. Mary helps Kate. Alex helps Peter. David helps Anna. James helps Mike. John helps Chris. Emma helps Tom. Mark helps,1,Paul
John sees Tom. Sarah sees Chris. Alex sees Mike. Mary sees Kate. David sees Paul. Mark sees Susan. Emma sees Anna. James sees Peter. John sees,1,Tom
David knows Peter. James knows Tom. John knows Paul. Sarah knows Susan. Mark knows Chris. Mary knows Anna. Alex knows Mike. Emma knows Kate. David knows,1,Peter
Alex calls Chris. James calls Susan. Mark calls Tom. Emma calls Mike. Mary calls Anna. Sarah calls Kate. David calls Peter. John calls Paul. Alex calls,1,Chris
Mark loves Kate. David loves Anna. Sarah loves Susan. Alex loves Chris. James loves Mike. Emma loves Tom. John loves Peter. Mary loves Paul. Mark loves,1,Kate
Alex loves Kate. Mark loves Mike. Sarah loves Anna. James loves Peter. Emma loves Tom. David loves Susan. John loves Chris. Mary loves Paul. Alex loves,1,Kate
Alex likes Paul. David likes Susan. Mark likes Mike. Mary likes Anna. Emma likes Chris. James likes Tom. Sarah likes Kate. John likes Peter. Alex likes,1,Paul
Mark loves Peter. David loves Kate. Sarah loves Tom. John loves Anna. Mary loves Mike. Alex loves Chris. James loves Susan. Emma loves Paul. David loves,2,Kate
Emma meets Kate. John meets Chris. David meets Anna. Sarah meets Tom. Mark meets Mike. James meets Peter. Alex meets Paul. Mary meets Susan. John meets,2,Chris
Sarah loves Anna. John loves Kate. Emma loves Peter. Mark loves Paul. James loves Tom. David loves Susan. Mary loves Mike. Alex loves Chris. John loves,2,Kate
John knows Paul. Sarah knows Anna. Emma knows Kate. Alex knows Tom. Mark knows Chris. Mary knows Peter. David knows Susan. James knows Mike. Sarah knows,2,Anna
Mary likes Kate. James likes Mike. Alex likes Tom. Emma likes Peter. Sarah likes Anna. Mark likes Paul. John likes Chris. David likes Susan. James likes,2,Mike
John hates Susan. Alex hates Tom. James hates Mike. Mary hates Kate. Mark hates Peter. Emma hates Chris. David hates Anna. Sarah hates Paul. Alex hates,2,Tom
Mary hates Kate. John hates Tom. Alex hates Paul. David hates Peter. Mark hates Anna. James hates Mike. Emma hates Chris. Sarah hates Susan. John hates,2,Tom
John loves Chris. Sarah loves Paul. Emma loves Mike. David loves Anna. Mark loves Tom. Alex loves Susan. Mary loves Kate. James loves Peter. Sarah loves,2,Paul
Mary knows Peter. David knows Chris. Mark knows Susan. Alex knows Paul. James knows Tom. Sarah knows Kate. John knows Anna. Emma knows Mike. David knows,2,Chris
Mark calls Paul. Mary calls Susan. John calls Kate. James calls Anna. Emma calls Mike. Alex calls Tom. Sarah calls Peter. David calls Chris. Mary calls,2,Susan
Emma likes Peter. Mary likes Tom. David likes Mike. Sarah likes Chris. Mark likes Anna. Alex likes Susan. James likes Kate. John likes Paul. Mary likes,2,Tom
Mark loves Mike. James loves Peter. Emma loves Susan. John loves Anna. Alex loves Chris. Sarah loves Tom. Mary loves Kate. David loves Paul. James loves,2,Peter
Emma helps Susan. Sarah helps Peter. Mark helps Tom. David helps Mike. Alex helps Chris. John helps Anna. Mary helps Kate. James helps Paul. Sarah helps,2,Peter
David hates Paul. Mary hates Tom. Mark hates Susan. John hates Peter. James hates Kate. Emma hates Anna. Alex hates Chris. Sarah hates Mike. Mary hates,2,Tom
Sarah helps Mike. Mark helps Paul. Emma helps Peter. John helps Chris. James helps Susan. Mary helps Tom. David helps Kate. Alex helps Anna. Mark helps,2,Paul
Sarah calls Kate. Emma calls Susan. John calls Paul. Alex calls Chris. David calls Anna. Mark calls Tom. James calls Mike. Mary calls Peter. Emma calls,2,Susan
James meets Paul. Mary meets Kate. David meets Chris. Mark meets Peter. John meets Tom. Sarah meets Susan. Alex meets Anna. Emma meets Mike. Mary meets,2,Kate
Mark likes Kate. Sarah likes Tom. James likes Mike. Alex likes Chris. David likes Susan. Mary likes Anna. Emma likes Paul. John likes Peter. Sarah likes,2,Tom
Mary meets Kate. Sarah meets Peter. Alex meets Anna. Mark meets Paul. John meets Chris. James meets Mike. David meets Tom. Emma meets Susan. Sarah meets,2,Peter
