input,target_position,completion
Mike cooks Todd. Henry urges Victor. Jordan defeats Amber. Austin chooses Sheila. Tim changes Richard. Chris lifts Teresa. Luke follows Paula. Joseph burns Ron. Joy hugs Maggie. Dean backs Julian. Jack meets Phil. Emily draws Sue. Jane texts Lydia. Leon rewards Ted. Linda treats Sean. Rose accepts Shawn. Mike cooks,1,Todd
Austin fights Paula. Jake hears Noah. Lily challenges Anthony. Charles draws Leon. Emma warns Richard. Lauren consoles Lydia. Blake follows Andrea. Jenny praises Ralph. Thomas protects Johnny. Jean makes Sean. George allows Louis. Lisa knows Jean. Susan blocks April. Kate feels Albert. Andrew needs Angela. Kyle leaves Liam. Austin fights,1,Paula
Brian affects Isaac. Amy saves Ron. Megan bothers Patrick. George cooks Alison. Henry meets William. Rose invites Sally. Liz heals Marie. Pat hires Shawn. Emma grabs Stephanie. Margaret gives Isabel. Tom reminds Russell. Sam accepts Peggy. Ian offers Howard. Alex demands Robin. Blake lifts Andrea. Julia approves Ruby. Brian affects,1,Isaac
Max hates Violet. Juan judges Irene. James helps Tyler. Hope grows Sally. Robert claims Paula. Leon parks Vanessa. Keith permits Jean. Alex reminds Roy. Dennis moves Robin. Thomas closes Rebecca. June advises Vincent. Daniel knows Margaret. Lauren grabs Sandra. Frank warns Olga. Carl challenges Julian. Ken drives Isabel. Max hates,1,Violet
John tells Howard. Kelly heals Violet. Arthur inspires Sally. Katie grows Kathy. Sam joins Liz. James backs Wayne. Harry commands Irene. Grace reminds Shirley. Michael accepts Pam. Jordan answers Stephen. Marie follows Ray. Diana draws Angela. Steven challenges Ron. Bill respects Ruby. Ben fights Melissa. Joseph teaches Todd. John tells,1,Howard
Claire serves Jacob. Faith offers Michelle. Rose questions Rachel. Helen risks Victoria. Linda comforts Logan. Jeff misses Marie. Megan loves Ruby. Kathy reminds Russell. Dave shows Irene. David tells Ian. Jack burns Leo. Keith affects Janet. Juan grabs Wanda. Daniel feeds Teresa. Margaret closes Troy. Emily challenges Marc. Claire serves,1,Jacob
Joseph feels Angela. Blake protects Nathan. Carol helps Amelia. Kate gives Pam. Tony hides Maggie. Jeff serves Ted. Faith opens Rachel. Max sends Noah. Dennis misses Oscar. Carl hires Roger. Susan draws Margaret. Harry hates Roy. Craig respects June. Eric captures Keith. Arthur offers Stan. Liz attracts Jill. Joseph feels,1,Angela
Ken offers Wanda. Kim protects Pam. Louis demands Norman. Matt chooses Isabel. Peter challenges Terry. Andrew teaches Keith. Faith boosts Ralph. Linda hates Ken. Blake finds Zach. Austin knows Sharon. Ben stops Joseph. Dave meets Peggy. Tim takes Ray. Liz changes Margaret. Claire burns Joy. Sarah sees Shirley. Ken offers,1,Wanda
Rad proposes Ralph. Jane attracts Stan. Susan protects Joseph. Chris asks Leo. Max invites Pam. Jason wants Shawn. Kim grows Robin. Jacob explains Jean. Helen scores Oscar. Claire prohibits Sharon. Joseph joins Angela. Lauren misses Wayne. Paul takes Jenny. Jean builds Kim. Michael fixes Adrian. Carol meets Andrea. Rad proposes,1,Ralph
Harry finds Michelle. David writes Robin. Gary stays Jenny. Maria moves Teresa. Jordan sees Judy. Faith closes Tracy. Thomas visits Johnny. Emily comforts Violet. Mary bothers Pam. Luke guards Albert. Jane saves Nicholas. Bob texts Rob. Anna awards Neil. Liz cleans Martha. Dennis checks Lori. Arthur opens Melanie. Harry finds,1,Michelle
Bill alerts Lori. Marc misses Rebecca. Jason stops Norman. Austin affects Kim. Jenny serves Logan. Emma checks Troy. June approves Keith. Fred holds Marc. Leon hires Stephen. Blake wants Valerie. Jacob claims Melanie. Kay invites Martha. Helen commands Walter. Brian judges Jacob. George reminds Vincent. Jane finds Kirk. Bill alerts,1,Lori
Greg judges Ralph. Linda opens Rachel. Alex leaves Marie. Ken accepts Judy. Claire cleans Troy. Melissa warns Norman. Lisa stops Janet. Joseph urges Margaret. Jerry assists Neil. George follows Roger. Harry buys Jill. Kelly reminds Oscar. Rick shares Shawn. Jean affects Isabel. Fred invites Richard. Jeff joins Ruby. Greg judges,1,Ralph
Amy changes Ashley. Dave meets Peggy. Dennis calls Teresa. Tim trains Roy. Howard risks Leon. Katie shares Robin. Joe buys Joy.  Ellen feels Pamela. Michael teaches Sharon. Sam demands Stephen. Robert fears Andrea. Kyle hides Marc. Jean hears Shirley. Ben approaches Alison. Alan invites Sandra. Steve accompanies Natalie. Amy changes,1,Ashley
George hates Todd. Josh claims Julian. Lauren stays Walter. Dave stops Jacob. Linda visits Kay. Pat leaves Ted. Emma fixes Rebecca. Henry trusts Neil. Lisa accepts Jean. Rick keeps Sean. Fred parks Leo. Aaron sees Stan. Emily accompanies Leah. Hope catches Rachel. Mike warns Jordan. Brian demands Valerie. George hates,1,Todd
Nick protects Joy. Hope reads Ruby. Edward approaches Pam. Claire drives Roger. Ben changes Sue. Jill praises Ron. Kelly hides Wayne. Anna fixes Roy. Henry takes Tracy. Lauren grabs Julian. Andrew explains Vincent. Ian hugs Jordan. Dave comforts Travis. Jake tells Peggy. Amy stops Sandra. David makes Jacob. Nick protects,1,Joy
Kurt wakes Sheila. Rose delivers Janet. Margaret supports Nicholas. Carol risks Martha. Lauren grabs Nicole. Katie urges William. Brian loves Valerie. Jason cares Ted. Arthur welcomes Melanie. Jill catches Nathan. Alex likes Stephen. Marie draws Ray. Alan shares Margaret. Thomas approaches Terry. George guards Phil. Bob stays Joy. Kurt wakes,1,Sheila
Emma asks Kara. Kate hugs Martha. John seeks Shirley. Edward reminds Nancy. Joe insists Nicholas. Luke saves Alison. Johnny buys Walter. Adam risks Richard. Kathy makes Wanda. Tim holds Irene. Anne burns Sheila. Harry backs Jacob. Kevin changes Stephanie. Maggie likes Roger. Justin tells Johnny. Frank wakes Stan. Emma asks,1,Kara
Leo welcomes Olga. Emma faces Peggy. Sam gives Alison. Ian inspires Sally. Jean rewards Irene. Aaron keeps Isaac. Daniel boosts Lauren. Andrew avoids Melanie. Maggie cooks Walter. Helen likes Victor. Greg drives Pamela. Arthur hides Keith. Bob helps Albert. Tony feels Philip. Nick grows Richard. Juan chooses Todd. Leo welcomes,1,Olga
Melissa attacks Shirley. Kelly teaches Jenny. Pat inspires Martin. Justin shares Ted. Bill saves Pamela. Steve delivers Ron. Kate likes Jean. Rick attracts Todd. Blake serves Leo. Scott affects Victor. Helen tells Wanda. Laura grows Norman. Jill wants Robin. Sarah texts Marc. Marie hates Nathan. Katie warns Kyle. Melissa attacks,1,Shirley
