input,target_position,completion
Mike cooks Todd. Henry urges Victor. Jordan defeats Amber. Austin chooses Sheila. Tim changes Richard. Chris lifts Teresa. Luke follows Paula. Joseph burns Ron. Mike cooks,1,Todd
Austin fights Paula. Jake hears Noah. Lily challenges Anthony. Charles draws Leon. Emma warns Richard. Lauren consoles Lydia. Blake follows Andrea. Jenny praises Ralph. Austin fights,1,Paula
Brian affects Isaac. Amy saves Ron. Megan bothers Patrick. George cooks Alison. Henry meets William. Rose invites Sally. Liz heals Marie. Pat hires Shawn. Brian affects,1,Isaac
Max hates Violet. Juan judges Irene. James helps Tyler. Hope grows Sally. Robert claims Paula. Leon parks Vanessa. Keith permits Jean. Alex reminds Roy. Max hates,1,Violet
John tells Howard. Kelly heals Violet. Arthur inspires Sally. Katie grows Kathy. Sam joins Liz. James backs Wayne. Harry commands Irene. Grace reminds Shirley. John tells,1,Howard
Claire serves Jacob. Faith offers Michelle. Rose questions Rachel. Helen risks Victoria. Linda comforts Logan. Jeff misses Marie. Megan loves Ruby. Kathy reminds Russell. Claire serves,1,Jacob
Joseph feels Angela. Blake protects Nathan. Carol helps Amelia. Kate gives Pam. Tony hides Maggie. Jeff serves Ted. Faith opens Rachel. Max sends Noah. Joseph feels,1,Angela
Ken offers Wanda. Kim protects Pam. Louis demands Norman. Matt chooses Isabel. Peter challenges Terry. Andrew teaches Keith. Faith boosts Ralph. Linda hates Ken. Ken offers,1,Wanda
Rad proposes Ralph. Jane attracts Stan. Susan protects Joseph. Chris asks Leo. Max invites Pam. Jason wants Shawn. Kim grows Robin. Jacob explains Jean. Rad proposes,1,Ralph
Harry finds Michelle. David writes Robin. Gary stays Jenny. Maria moves Teresa. Jordan sees Judy. Faith closes Tracy. Thomas visits Johnny. Emily comforts Violet. Harry finds,1,Michelle
Bill alerts Lori. Marc misses Rebecca. Jason stops Norman. Austin affects Kim. Jenny serves Logan. Emma checks Troy. June approves Keith. Fred holds Marc. Bill alerts,1,Lori
Greg judges Ralph. Linda opens Rachel. Alex leaves Marie. Ken accepts Judy. Claire cleans Troy. Melissa warns Norman. Lisa stops Janet. Joseph urges Margaret. Greg judges,1,Ralph
Amy changes Ashley. Dave meets Peggy. Dennis calls Teresa. Tim trains Roy. Howard risks Leon. Katie shares Robin. Joe buys Joy.  Ellen feels Pamela. Amy changes,1,Ashley
George hates Todd. Josh claims Julian. Lauren stays Walter. Dave stops Jacob. Linda visits Kay. Pat leaves Ted. Emma fixes Rebecca. Henry trusts Neil. George hates,1,Todd
Nick protects Joy. Hope reads Ruby. Edward approaches Pam. Claire drives Roger. Ben changes Sue. Jill praises Ron. Kelly hides Wayne. Anna fixes Roy. Nick protects,1,Joy
Kurt wakes Sheila. Rose delivers Janet. Margaret supports Nicholas. Carol risks Martha. Lauren grabs Nicole. Katie urges William. Brian loves Valerie. Jason cares Ted. Kurt wakes,1,Sheila
Emma asks Kara. Kate hugs Martha. John seeks Shirley. Edward reminds Nancy. Joe insists Nicholas. Luke saves Alison. Johnny buys Walter. Adam risks Richard. Emma asks,1,Kara
Leo welcomes Olga. Emma faces Peggy. Sam gives Alison. Ian inspires Sally. Jean rewards Irene. Aaron keeps Isaac. Daniel boosts Lauren. Andrew avoids Melanie. Leo welcomes,1,Olga
Melissa attacks Shirley. Kelly teaches Jenny. Pat inspires Martin. Justin shares Ted. Bill saves Pamela. Steve delivers Ron. Kate likes Jean. Rick attracts Todd. Melissa attacks,1,Shirley
Alice finds Jill. Mike demands Marie. Eric fears Teresa. Ian inspires Nicole. Henry cares Angela. Melissa wants Jerry. Scott leads Melanie. Lily tells Alexa. Alice finds,1,Jill
June pays Howard. Lisa catches Sean. Marie approves Lydia. Jason serves Stan. Dean moves Pamela. Howard chooses Zach. Melissa questions Michael. Maggie cheers Aiden. June pays,1,Howard
Katie needs Jordan. Dave serves Tracy. Max invites Sharon. Aaron defeats Russell. Laura wants Keith. Chris challenges Judy. Justin attracts Monica. Robert makes Martin. Katie needs,1,Jordan
Jake builds Jenny. Megan grows Nancy. John likes Pam. Anne hugs Jordan. Frank cooks Stan. Steven fears Richard. Alex checks Rebecca. Adam supports Kurt. Jake builds,1,Jenny
Kim chooses Peggy. Howard boosts Kay. Josh stops Adrian. Megan respects Kim. Melissa changes Keith. Edward alerts Liam. Jake seeks Kelly. Bill attacks Ken. Kim chooses,1,Peggy
Amy leaves Sheila. Bill risks Shirley. Mike moves Pam. Fred assists Tracy. Margaret sees Jacob. Dennis invites Monica. Michael calls Roy. Carol proposes Nathan. Amy leaves,1,Sheila
Pat tells Kurt. Grace wakes Martha. Tom trains Kyle. Dean stops Alison. Emily captures Liz. Luke fights Michael. Kevin serves Phil. Chris chooses Shawn. Pat tells,1,Kurt
