input,target_position,completion
Mike cooks Todd. Henry cooks Victor. Jordan cooks Amber. Austin cooks Sheila. Tim cooks Richard. Chris cooks Teresa. Luke cooks Paula. Joseph cooks Ron. Mike cooks,1,Todd
Austin fights Paula. Jake fights Noah. Lily fights Anthony. Charles fights Leon. Emma fights Richard. Lauren fights Lydia. Blake fights Andrea. Jenny fights Ralph. Austin fights,1,Paula
Brian affects Isaac. Amy affects Ron. Megan affects Patrick. George affects Alison. Henry affects William. Rose affects Sally. Liz affects Marie. Pat affects Shawn. Brian affects,1,Isaac
Max hates Violet. Juan hates Irene. James hates Tyler. Hope hates Sally. Robert hates Paula. Leon hates Vanessa. Keith hates Jean. Alex hates Roy. Max hates,1,Violet
John tells Howard. Kelly tells Violet. Arthur tells Sally. Katie tells Kathy. Sam tells Liz. James tells Wayne. Harry tells Irene. Grace tells Shirley. John tells,1,Howard
Claire serves Jacob. Faith serves Michelle. Rose serves Rachel. Helen serves Victoria. Linda serves Logan. Jeff serves Marie. Megan serves Ruby. Kathy serves Russell. Claire serves,1,Jacob
Joseph feels Angela. Blake feels Nathan. Carol feels Amelia. Kate feels Pam. Tony feels Maggie. Jeff feels Ted. Faith feels Rachel. Max feels Noah. Joseph feels,1,Angela
Ken offers Wanda. Kim offers Pam. Louis offers Norman. Matt offers Isabel. Peter offers Terry. Andrew offers Keith. Faith offers Ralph. Linda offers Ken. Ken offers,1,Wanda
Rad proposes Ralph. Jane proposes Stan. Susan proposes Joseph. Chris proposes Leo. Max proposes Pam. Jason proposes Shawn. Kim proposes Robin. Jacob proposes Jean. Rad proposes,1,Ralph
Harry finds Michelle. David finds Robin. Gary finds Jenny. Maria finds Teresa. Jordan finds Judy. Faith finds Tracy. Thomas finds Johnny. Emily finds Violet. Harry finds,1,Michelle
Bill alerts Lori. Marc alerts Rebecca. Jason alerts Norman. Austin alerts Kim. Jenny alerts Logan. Emma alerts Troy. June alerts Keith. Fred alerts Marc. Bill alerts,1,Lori
Greg judges Ralph. Linda judges Rachel. Alex judges Marie. Ken judges Judy. Claire judges Troy. Melissa judges Norman. Lisa judges Janet. Joseph judges Margaret. Greg judges,1,Ralph
Amy changes Ashley. Dave changes Peggy. Dennis changes Teresa. Tim changes Roy. Howard changes Leon. Katie changes Robin. Joe changes Joy. Ellen changes Pamela. Amy changes,1,Ashley
George hates Todd. Josh hates Julian. Lauren hates Walter. Dave hates Jacob. Linda hates Kay. Pat hates Ted. Emma hates Rebecca. Henry hates Neil. George hates,1,Todd
Nick protects Joy. Hope protects Ruby. Edward protects Pam. Claire protects Roger. Ben protects Sue. Jill protects Ron. Kelly protects Wayne. Anna protects Roy. Nick protects,1,Joy
Kurt wakes Sheila. Rose wakes Janet. Margaret wakes Nicholas. Carol wakes Martha. Lauren wakes Nicole. Katie wakes William. Brian wakes Valerie. Jason wakes Ted. Kurt wakes,1,Sheila
Emma asks Kara. Kate asks Martha. John asks Shirley. Edward asks Nancy. Joe asks Nicholas. Luke asks Alison. Johnny asks Walter. Adam asks Richard. Emma asks,1,Kara
Leo welcomes Olga. Emma welcomes Peggy. Sam welcomes Alison. Ian welcomes Sally. Jean welcomes Irene. Aaron welcomes Isaac. Daniel welcomes Lauren. Andrew welcomes Melanie. Leo welcomes,1,Olga
Melissa attacks Shirley. Kelly attacks Jenny. Pat attacks Martin. Justin attacks Ted. Bill attacks Pamela. Steve attacks Ron. Kate attacks Jean. Rick attacks Todd. Melissa attacks,1,Shirley
Alice finds Jill. Mike finds Marie. Eric finds Teresa. Ian finds Nicole. Henry finds Angela. Melissa finds Jerry. Scott finds Melanie. Lily finds Alexa. Alice finds,1,Jill
June pays Howard. Lisa pays Sean. Marie pays Lydia. Jason pays Stan. Dean pays Pamela. Howard pays Zach. Melissa pays Michael. Maggie pays Aiden. June pays,1,Howard
Katie needs Jordan. Dave needs Tracy. Max needs Sharon. Aaron needs Russell. Laura needs Keith. Chris needs Judy. Justin needs Monica. Robert needs Martin. Katie needs,1,Jordan
Jake builds Jenny. Megan builds Nancy. John builds Pam. Anne builds Jordan. Frank builds Stan. Steven builds Richard. Alex builds Rebecca. Adam builds Kurt. Jake builds,1,Jenny
Kim chooses Peggy. Howard chooses Kay. Josh chooses Adrian. Megan chooses Kim. Melissa chooses Keith. Edward chooses Liam. Jake chooses Kelly. Bill chooses Ken. Kim chooses,1,Peggy
Amy leaves Sheila. Bill leaves Shirley. Mike leaves Pam. Fred leaves Tracy. Margaret leaves Jacob. Dennis leaves Monica. Michael leaves Roy. Carol leaves Nathan. Amy leaves,1,Sheila
Pat tells Kurt. Grace tells Martha. Tom tells Kyle. Dean tells Alison. Emily tells Liz. Luke tells Michael. Kevin tells Phil. Chris tells Shawn. Pat tells,1,Kurt
Will respects Michael. Rick respects Nicole. Andrew respects Isabel. Linda respects Ray. Liz respects Peggy. Alice respects Rachel. James respects Aiden. Carl respects Troy. Will respects,1,Michael
Dean grabs Ted. Jack grabs Anthony. Adam grabs Russell. Helen grabs Sue. Margaret grabs Jacob. John grabs Ray. Keith grabs Ralph. Andrew grabs Violet. Dean grabs,1,Ted
Will backs Andrea. Nick backs Lori. Robert backs Jenny. Juan backs Alicia. Henry backs Oscar. Bill backs Joy. Kyle backs Walter. Peter backs Richard. Will backs,1,Andrea
Tim guards Oscar. Tony guards Russell. Jack guards Michelle. Mary guards Howard. Dennis guards Leon. Harry guards Logan. Paul guards Joseph. Alex guards Irene. Tim guards,1,Oscar
Carol grows Juan. Scott grows Noah. Henry grows Kay. Jill grows Kirk. Steven grows Vanessa. Matt grows Michael. Mary grows Irene. Megan grows Ian. Carol grows,1,Juan
Alan buys Shawn. Julia buys Ken. Kevin buys Jean. Mark buys Wanda. Faith buys Ronald. Bob buys Olga. Lucy buys Kim. Thomas buys Nicole. Alan buys,1,Shawn
Grace feeds Shirley. Faith feeds Anthony. James feeds Robin. Andrew feeds Adrian. Rick feeds Stephanie. Lucy feeds Sally. Jill feeds Kay. Margaret feeds Lauren. Grace feeds,1,Shirley
Ruth trains Albert. Alice trains Angela. Amy trains Sharon. Jeff trains Adrian. Tony trains Kyle. Daniel trains Victor. Emma trains Joseph. Edward trains Vanessa. Ruth trains,1,Albert
